,luas,tekstur,label
bersih bawah (20).jpg,0.9054101893118751,0.5517791518398254,1
bersih bawah (21).jpg,0.9054101893118751,0.5686791364566458,1
bersih bawah (22).jpg,0.9054101893118751,0.5878142851735819,1
bersih bawah (23).jpg,0.9054101893118751,0.5445304603236554,1
bersih bawah (24).jpg,0.9054101893118751,1.1842832207407021,3
bersih bawah (25).jpg,0.9054101893118751,1.01374539096685,3
bersih bawah (26).jpg,0.9054101893118751,0.6339837623756402,1
bersih bawah (27).jpg,0.9054101893118751,0.5388496655511514,1
bersih bawah (28).jpg,0.8969353410191093,0.741071217586107,1
bersih bawah (29).jpg,1.7773881994119036,0.6136304677078598,2
bersih bawah (3).jpg,0.9054101893118751,1.0513043885389188,3
bersih bawah (30).jpg,1.9999959002155545,0.8880485825356986,2
bersih bawah (31).jpg,1.999862368944362,0.9035633335788895,2
bersih bawah (32).jpg,0.9006126694047633,0.6497302290969968,1
bersih bawah (33).jpg,1.8514371867500774,1.3042718770988666,4
bersih bawah (34).jpg,1.5012510142874516,1.3042718770988666,4
bersih bawah (35).jpg,1.981476475582241,1.3042718770988666,4
bersih bawah (36).jpg,0.9054101893118751,1.2860118663265026,3
bersih bawah (37).jpg,0.729930304814729,0.6595601823428967,1
bersih bawah (38).jpg,0.9054101893118751,0.5281034035475852,1
bersih bawah (39).jpg,1.9982673277236973,0.8643868074035512,2
bersih bawah (4).jpg,0.9054101893118751,0.5011971795180834,1
bersih bawah (40).jpg,0.9054101893118751,1.2157780526969995,3
bersih bawah (41).jpg,0.9054101893118751,0.532269906697745,1
bersih bawah (42).jpg,0.9054101893118751,1.0415517612720717,3
bersih bawah (43).jpg,0.9054101893118751,1.1459997355952587,3
bersih bawah (44).jpg,1.9750817677885206,0.7155190617732998,2
bersih bawah (45).jpg,0.9054101893118751,0.5044330792980494,1
bersih bawah (46).jpg,1.3509697447577962,1.001486446768871,4
bersih bawah (47).jpg,0.9054101893118751,1.21339436425143,3
bersih bawah (48).jpg,1.6329362340665277,0.7136778884344624,2
bersih bawah (49).jpg,0.8346758758014405,0.5568132190567526,1
bersih bawah (5).jpg,1.3768905346815448,0.5302246150015257,2
bersih bawah (50).jpg,1.953869068808217,0.8159641776423222,2
bersih bawah (51).jpg,1.837064608772331,0.6056376813221679,2
bersih bawah (52).jpg,1.347698508058097,1.0025807689203812,4
bersih bawah (53).jpg,0.9054101893118751,1.3042718770988666,3
bersih bawah (54).jpg,1.9638922376425962,0.5271080648524092,2
bersih bawah (55).jpg,1.9993501104263625,0.68657296552436,2
bersih bawah (56).jpg,0.9054101893118751,0.5473105942858092,1
bersih bawah (57).jpg,1.737798695472459,0.7115730236182787,2
bersih bawah (58).jpg,0.9054101893118751,1.0065363795933733,3
bersih bawah (59).jpg,1.8951154207487244,0.6597420919797545,2
bersih bawah (6).jpg,0.9054101893118751,0.5714022145781062,1
bersih bawah (60).jpg,0.6000489657987811,0.5952312593054079,1
bersih bawah (61).jpg,1.9984040145565267,0.7544269602828405,2
bersih bawah (62).jpg,1.999995140042763,0.5006778774990475,2
bersih bawah (63).jpg,1.9999226608233842,0.6721582348367726,2
bersih bawah (64).jpg,1.999937609013158,1.2702800418541405,4
bersih bawah (65).jpg,1.9994077039461986,1.0062709403640022,4
bersih bawah (66).jpg,1.9997075358437912,0.7534891897179956,2
bersih bawah (67).jpg,1.9999954453422066,0.7757493919472005,2
bersih bawah (68).jpg,1.9999996449893183,0.6274746585576441,2
bersih bawah (69).jpg,1.9872999437516154,0.8535536240849931,2
bersih bawah (7).jpg,0.9054101893118751,0.5714938208083933,1
bersih bawah (70).jpg,1.1788468727001156,0.6450960315455101,2
bersih bawah (71).jpg,1.8437598708572742,0.6605878316082131,2
bersih bawah (72).jpg,1.999572905273035,0.9120847200664719,2
bersih bawah (73).jpg,1.9994747763194305,0.8908193360719302,2
bersih bawah (74).jpg,1.9489585127451927,0.8400835849288272,2
bersih bawah (75).jpg,1.2140133819136032,0.6763215699255785,2
bersih bawah (76).jpg,1.9989914181118877,0.8722787548604505,2
bersih bawah (77).jpg,1.9092619940102473,0.8089629906662464,2
bersih bawah (78).jpg,1.9443742946267224,0.8021317325688491,2
bersih bawah (79).jpg,1.981366454890791,0.8711663650757714,2
bersih bawah (8).jpg,1.0821734350197372,0.6297541442442874,2
bersih bawah (80).jpg,1.9987811025177882,0.8323577521027103,2
bersih bawah (9).jpg,0.9054101893118751,1.140889662702434,3
bersih kanan (1).jpg,0.9054101893118751,1.3042718770988666,3
bersih kanan (10).jpg,0.9054101893118751,1.174147347151607,3
bersih kanan (11).jpg,0.9054101893118751,1.3042718770988666,3
bersih kanan (12).jpg,0.9054101893118751,1.1753813368713157,3
bersih kanan (13).jpg,0.9054101893118751,1.3042718770988666,3
bersih kanan (14).jpg,0.9054101893118751,1.1891660737590164,3
bersih kanan (15).jpg,0.9054101893118751,0.5984995036196161,1
bersih kanan (16).jpg,0.9054101893118751,0.5493720689369929,1
bersih kanan (17).jpg,0.9054101893118751,1.026485575329697,3
bersih kanan (18).jpg,0.9054101893118751,0.6289826945853432,1
bersih kanan (19).jpg,0.9054101893118751,0.5843549652571162,1
bersih kanan (2).jpg,0.9054101893118751,1.3042718770988666,3
bersih kanan (20).jpg,0.9054101893118751,0.5517791518398254,1
bersih kanan (21).jpg,0.9054101893118751,0.5686791364566458,1
bersih kanan (22).jpg,0.9054101893118751,0.5878142851735819,1
bersih kanan (23).jpg,0.9054101893118751,0.5445304603236554,1
bersih kanan (24).jpg,0.9054101893118751,1.1842832207407021,3
bersih kanan (25).jpg,0.9054101893118751,1.01374539096685,3
bersih kanan (26).jpg,0.9054101893118751,0.6339837623756402,1
bersih kanan (27).jpg,0.9054101893118751,0.5388496655511514,1
bersih kanan (28).jpg,0.8969353410191093,0.741071217586107,1
bersih kanan (29).jpg,1.7773881994119036,0.6136304677078598,2
bersih kanan (3).jpg,0.9054101893118751,1.0513043885389188,3
bersih kanan (30).jpg,1.9999949342869583,0.9625942825112264,2
bersih kanan (31).jpg,1.9998604589777493,0.9035633335788895,2
bersih kanan (32).jpg,0.9006126694047633,0.6497302290969968,1
bersih kanan (33).jpg,1.8514371867500774,1.3042718770988666,4
bersih kanan (34).jpg,1.5013448756706955,1.3042718770988666,4
bersih kanan (35).jpg,1.9814810764315587,1.3042718770988666,4
bersih kanan (36).jpg,0.9054101893118751,0.8533813249652827,1
bersih kanan (37).jpg,0.729930304814729,0.6595601823428967,1
bersih kanan (38).jpg,0.9054101893118751,0.5281034035475852,1
bersih kanan (39).jpg,1.998086349869751,0.9661108797445408,2
bersih kanan (4).jpg,0.9054101893118751,0.5011971795180834,1
bersih kanan (40).jpg,0.9054101893118751,1.2157780526969995,3
bersih kanan (41).jpg,0.9054101893118751,0.532269906697745,1
bersih kanan (42).jpg,0.9054101893118751,1.0415517612720717,3
bersih kanan (43).jpg,0.9054101893118751,1.1459997355952587,3
bersih kanan (44).jpg,1.975106435500154,0.7155190617732998,2
bersih kanan (45).jpg,0.9054101893118751,0.5044330792980494,1
bersih kanan (46).jpg,1.3509697447577962,1.001486446768871,4
bersih kanan (47).jpg,0.9054101893118751,1.21339436425143,3
bersih kanan (48).jpg,1.6328610849109693,0.7136778884344624,2
bersih kanan (49).jpg,0.834710471853905,0.5568132190567526,1
bersih kanan (5).jpg,1.4440347276085679,0.8726149116208546,2
bersih kanan (50).jpg,1.953869068808217,0.8159641776423222,2
bersih kanan (51).jpg,1.837064608772331,0.6056376813221679,2
bersih kanan (52).jpg,1.347698508058097,1.0025807689203812,4
bersih kanan (53).jpg,0.9054101893118751,1.3042718770988666,3
bersih kanan (54).jpg,1.9638922376425962,0.5271080648524092,2
bersih kanan (55).jpg,1.9993501104263625,0.68657296552436,2
bersih kanan (56).jpg,0.9054101893118751,0.5473105942858092,1
bersih kanan (57).jpg,1.737798695472459,0.7115730236182787,2
bersih kanan (58).jpg,0.9054101893118751,1.0065363795933733,3
bersih kanan (59).jpg,1.8951154207487244,0.6597420919797545,2
bersih kanan (6).jpg,0.9054101893118751,0.9171796048458252,1
bersih kanan (60).jpg,0.6000489657987811,0.5952312593054079,1
bersih kanan (61).jpg,1.9984040145565267,0.7544269602828405,2
bersih kanan (62).jpg,1.9999951412242778,0.5006778774990475,2
bersih kanan (63).jpg,1.9999226608233842,0.6721582348367726,2
bersih kanan (64).jpg,1.9999376393446182,1.2702800418541405,4
bersih kanan (65).jpg,1.9993997781503436,1.0062709403640022,4
bersih kanan (66).jpg,1.9997075358437912,0.7534891897179956,2
bersih kanan (67).jpg,1.9999954453422066,0.7757493919472005,2
bersih kanan (68).jpg,1.999999775367042,0.7840974196626432,2
bersih kanan (69).jpg,1.9786264998978438,0.944594497345432,2
bersih kanan (7).jpg,0.9054101893118751,0.5714938208083933,1
bersih kanan (70).jpg,1.0536060770598135,0.9256524795956846,2
bersih kanan (71).jpg,1.7850291908341005,0.925135320300626,2
bersih kanan (72).jpg,1.999572905273035,0.9120847200664719,2
bersih kanan (73).jpg,1.9994750315985523,0.8908193360719302,2
bersih kanan (74).jpg,1.9489585127451927,0.8400835849288272,2
bersih kanan (75).jpg,1.2140133819136032,0.6763215699255785,2
bersih kanan (76).jpg,1.998991172976817,0.8722787548604505,2
bersih kanan (77).jpg,1.9092619940102473,0.8089629906662464,2
bersih kanan (78).jpg,1.9443742946267224,0.8021317325688491,2
bersih kanan (79).jpg,1.9813479318223959,0.8711663650757714,2
bersih kanan (8).jpg,1.0822979529574452,0.6297541442442874,2
bersih kanan (80).jpg,1.9988197051566192,0.8323577521027103,2
bersih kanan (9).jpg,0.9054101893118751,0.9222179769227882,1
bersih kiri (1).jpg,0.9054101893118751,1.3042718770988666,3
bersih kiri (10).jpg,0.9054101893118751,1.174147347151607,3
bersih kiri (11).jpg,0.9054101893118751,1.3042718770988666,3
bersih kiri (12).jpg,0.9054101893118751,1.1753813368713157,3
bersih kiri (13).jpg,0.9054101893118751,1.3042718770988666,3
bersih kiri (14).jpg,0.9054101893118751,1.1891660737590164,3
bersih kiri (15).jpg,0.9054101893118751,0.5984995036196161,1
bersih kiri (16).jpg,0.9054101893118751,0.5493720689369929,1
bersih kiri (17).jpg,0.9054101893118751,1.026485575329697,3
bersih kiri (18).jpg,0.9054101893118751,0.6289826945853432,1
bersih kiri (19).jpg,0.9054101893118751,0.5843549652571162,1
bersih kiri (2).jpg,0.9054101893118751,1.3042718770988666,3
bersih kiri (20).jpg,0.9054101893118751,0.5517791518398254,1
bersih kiri (21).jpg,0.9054101893118751,0.5686791364566458,1
bersih kiri (22).jpg,0.9054101893118751,0.5878142851735819,1
bersih kiri (23).jpg,0.9054101893118751,0.5445304603236554,1
bersih kiri (24).jpg,0.9054101893118751,1.1842832207407021,3
bersih kiri (25).jpg,0.9054101893118751,1.01374539096685,3
bersih kiri (26).jpg,0.9054101893118751,0.6339837623756402,1
bersih kiri (27).jpg,0.9054101893118751,0.5388496655511514,1
bersih kiri (28).jpg,0.8974560244352655,0.741071217586107,1
bersih kiri (29).jpg,1.7775369654011952,0.6136304677078598,2
bersih kiri (3).jpg,0.9054101893118751,1.0513043885389188,3
bersih kiri (30).jpg,1.9999940488406722,0.9633626616487851,2
bersih kiri (31).jpg,1.999862368944362,0.9035633335788895,2
bersih kiri (32).jpg,0.9006014888909176,0.6497302290969968,1
bersih kiri (33).jpg,1.8514371867500774,1.3042718770988666,4
bersih kiri (34).jpg,1.5012510142874516,1.3042718770988666,4
bersih kiri (35).jpg,1.9814856761488011,1.3042718770988666,4
bersih kiri (36).jpg,0.9054101893118751,0.83981116796167,1
bersih kiri (37).jpg,0.729930304814729,0.6595601823428967,1
bersih kiri (38).jpg,0.9054101893118751,0.5281034035475852,1
bersih kiri (39).jpg,1.9978138211089906,0.965934782543233,2
bersih kiri (4).jpg,0.9054101893118751,0.5011971795180834,1
bersih kiri (40).jpg,0.9054101893118751,1.2157780526969995,3
bersih kiri (41).jpg,0.9054101893118751,0.532269906697745,1
bersih kiri (42).jpg,0.9054101893118751,1.0415517612720717,3
bersih kiri (43).jpg,0.9054101893118751,1.1459997355952587,3
bersih kiri (44).jpg,1.975106435500154,0.7155190617732998,2
bersih kiri (45).jpg,0.9054101893118751,0.5044330792980494,1
bersih kiri (46).jpg,1.3509697447577962,1.001486446768871,4
bersih kiri (47).jpg,0.9054101893118751,1.21339436425143,3
bersih kiri (48).jpg,1.633161609985092,0.7136778884344624,2
bersih kiri (49).jpg,0.834710471853905,0.5568132190567526,1
bersih kiri (5).jpg,1.7747184447252375,0.8744201336638481,2
bersih kiri (50).jpg,1.9530303872825994,0.8159641776423222,2
bersih kiri (51).jpg,1.8391698789531667,0.6056376813221679,2
bersih kiri (52).jpg,1.347698508058097,1.0025807689203812,4
bersih kiri (53).jpg,0.9054101893118751,1.3042718770988666,3
bersih kiri (54).jpg,1.9638922376425962,0.5271080648524092,2
bersih kiri (55).jpg,1.9993501104263625,0.68657296552436,2
bersih kiri (56).jpg,0.9054101893118751,0.5473105942858092,1
bersih kiri (57).jpg,1.7377415668979304,0.7115730236182787,2
bersih kiri (58).jpg,0.9054101893118751,1.0065363795933733,3
bersih kiri (59).jpg,1.8951154207487244,0.6597420919797545,2
bersih kiri (6).jpg,0.9054101893118751,0.9165323187335096,1
bersih kiri (60).jpg,0.6000489657987811,0.5952312593054079,1
bersih kiri (61).jpg,1.9984036267674758,0.7544269602828405,2
bersih kiri (62).jpg,1.999995140042763,0.5006778774990475,2
bersih kiri (63).jpg,1.9999226608233842,0.6721582348367726,2
bersih kiri (64).jpg,1.9999376393446182,1.2702800418541405,4
bersih kiri (65).jpg,1.9994077039461986,1.0062709403640022,4
bersih kiri (66).jpg,1.9997075358437912,0.7534891897179956,2
bersih kiri (67).jpg,1.9999954453422066,0.7757493919472005,2
bersih kiri (68).jpg,1.999999786064986,0.7843247593008404,2
bersih kiri (69).jpg,1.9913187137599475,0.9472784436098628,2
bersih kiri (7).jpg,0.9054101893118751,0.5714938208083933,1
bersih kiri (70).jpg,1.3266366236258116,0.9276077997584302,2
bersih kiri (71).jpg,1.8000034184631304,0.9226556713285745,2
bersih kiri (72).jpg,1.9995730090830584,0.9120847200664719,2
bersih kiri (73).jpg,1.9994750315985523,0.8908193360719302,2
bersih kiri (74).jpg,1.9489585127451927,0.8400835849288272,2
bersih kiri (75).jpg,1.2140133819136032,0.6763215699255785,2
bersih kiri (76).jpg,1.998991172976817,0.8722787548604505,2
bersih kiri (77).jpg,1.9092402728425857,0.8089629906662464,2
bersih kiri (78).jpg,1.9443742946267224,0.8021317325688491,2
bersih kiri (79).jpg,1.9813479318223959,0.8711663650757714,2
bersih kiri (8).jpg,1.0822979529574452,0.6297541442442874,2
bersih kiri (80).jpg,1.9988197051566192,0.8323577521027103,2
bersih kiri (9).jpg,0.9054101893118751,0.9271556660083949,1
bersih-01.jpg,0.9054101893118751,1.3042718770988666,3
bersih-02.jpg,0.9054101893118751,1.3042718770988666,3
bersih-03.jpg,0.9054101893118751,1.0513043885389188,3
bersih-04.jpg,0.9054101893118751,0.5011971795180834,1
bersih-05.jpg,1.5401631697428173,0.5410671176597699,2
bersih-06.jpg,0.9054101893118751,0.5217112208946091,1
bersih-07.jpg,0.9054101893118751,0.5714938208083933,1
bersih-08.jpg,1.0821734350197372,0.6297541442442874,2
bersih-09.jpg,0.9054101893118751,1.154548456428909,3
bersih-10.jpg,0.9054101893118751,1.174147347151607,3
bersih-11.jpg,0.9054101893118751,1.3042718770988666,3
bersih-12.jpg,0.9054101893118751,1.1753813368713157,3
bersih-13.jpg,0.9054101893118751,1.3042718770988666,3
bersih-14.jpg,0.9054101893118751,1.1891660737590164,3
bersih-15.jpg,0.9054101893118751,0.5984995036196161,1
bersih-16.jpg,0.9054101893118751,0.5493720689369929,1
bersih-17.jpg,0.9054101893118751,1.026485575329697,3
bersih-18.jpg,0.9054101893118751,0.6289826945853432,1
bersih-19.jpg,0.9054101893118751,0.5843549652571162,1
bersih-20.jpg,0.9054101893118751,0.5517791518398254,1
bersih-21.jpg,0.9054101893118751,0.5686791364566458,1
bersih-22.jpg,0.9054101893118751,0.5878142851735819,1
bersih-23.jpg,0.9054101893118751,0.5445304603236554,1
bersih-24.jpg,0.9054101893118751,1.1842832207407021,3
bersih-25.jpg,0.9054101893118751,1.01374539096685,3
bersih-26.jpg,0.9054101893118751,0.6339837623756402,1
bersih-27.jpg,0.9054101893118751,0.5388496655511514,1
bersih-28.jpg,0.8974560244352655,0.741071217586107,1
bersih-29.jpg,1.7773881994119036,0.6136304677078598,2
bersih-30.jpg,1.9999955824627988,0.8854116358285034,2
bersih-31.jpg,1.999862368944362,0.9035633335788895,2
bersih-32.jpg,0.9006070792876997,0.6497302290969968,1
bersih-33.jpg,1.8514371867500774,1.3042718770988666,4
bersih-34.jpg,1.5012510142874516,1.3042718770988666,4
bersih-35.jpg,1.9814902747342409,1.3042718770988666,4
bersih-36.jpg,0.9054101893118751,1.3042718770988666,3
bersih-37.jpg,0.729930304814729,0.6595601823428967,1
bersih-38.jpg,0.9054101893118751,0.5281034035475852,1
bersih-39.jpg,1.9983232745140904,0.8653627368436163,2
bersih-40.jpg,0.9054101893118751,1.2157780526969995,3
bersih-41.jpg,0.9054101893118751,0.532269906697745,1
bersih-42.jpg,0.9054101893118751,1.0415517612720717,3
bersih-43.jpg,0.9054101893118751,1.1459997355952587,3
bersih-44.jpg,1.9747686505192756,0.7155190617732998,2
bersih-45.jpg,0.9054101893118751,0.5044330792980494,1
bersih-46.jpg,1.3509697447577962,1.001486446768871,4
bersih-47.jpg,0.9054101893118751,1.21339436425143,3
bersih-48.jpg,1.6329362340665277,0.7136778884344624,2
bersih-49.jpg,0.834710471853905,0.5568132190567526,1
bersih-50.jpg,1.953869068808217,0.8159641776423222,2
bersih-51.jpg,1.837064608772331,0.6056376813221679,2
bersih-52.jpg,1.347698508058097,1.0025807689203812,4
bersih-53.jpg,0.9054101893118751,1.3042718770988666,3
bersih-54.jpg,1.9638922376425962,0.5271080648524092,2
bersih-55.jpg,1.9993501104263625,0.68657296552436,2
bersih-56.jpg,0.9054101893118751,0.5473105942858092,1
bersih-57.jpg,1.7377415668979304,0.7115730236182787,2
bersih-58.jpg,0.9054101893118751,1.0065363795933733,3
bersih-59.jpg,1.8951154207487244,0.6597420919797545,2
bersih-60.jpg,0.6000489657987811,0.5952312593054079,1
bersih-61.jpg,1.9984040145565267,0.7544269602828405,2
bersih-62.jpg,1.9999951412242778,0.5006778774990475,2
bersih-63.jpg,1.9999226608233842,0.6721582348367726,2
bersih-64.jpg,1.9999376393446182,1.2702800418541405,4
bersih-65.jpg,1.9994077039461986,1.0062709403640022,4
bersih-66.jpg,1.9997075358437912,0.7534891897179956,2
bersih-67.jpg,1.9999954453422066,0.7757493919472005,2
bersih-68.jpg,1.9999996521288061,0.6295472764265482,2
bersih-69.jpg,1.984178923083176,0.8477556198559809,2
bersih-70.jpg,1.2360889407620272,0.6571642457793139,2
bersih-71.jpg,1.8251764146079938,0.6699318019200036,2
bersih-72.jpg,1.9995728014377792,0.9120847200664719,2
bersih-73.jpg,1.9994750315985523,0.8908193360719302,2
bersih-74.jpg,1.9489585127451927,0.8400835849288272,2
bersih-75.jpg,1.2140133819136032,0.6763215699255785,2
bersih-76.jpg,1.9990035234372185,0.8722787548604505,2
bersih-77.jpg,1.9092619940102473,0.8089629906662464,2
bersih-78.jpg,1.9443742946267224,0.8021317325688491,2
bersih-79.jpg,1.9813479318223959,0.8711663650757714,2
bersih-80.jpg,1.9988197051566192,0.8323577521027103,2
kotor bawah (1).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (10).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (11).jpg,0.9054101893118751,1.1807952886016788,3
kotor bawah (12).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (13).jpg,0.9054101893118751,1.0010588269104947,3
kotor bawah (14).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (15).jpg,0.804771085411824,1.221482587451928,3
kotor bawah (16).jpg,1.688892528221296,1.3042718770988666,4
kotor bawah (17).jpg,1.8572648372715255,1.268506857863069,4
kotor bawah (18).jpg,1.8822244551216587,0.5387334349529823,2
kotor bawah (19).jpg,1.6860018148542735,1.0533924320639605,4
kotor bawah (2).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (20).jpg,1.9962665880543942,0.6969189603030765,2
kotor bawah (21).jpg,1.999697917879098,0.7039810196624372,2
kotor bawah (22).jpg,1.0176979489314326,1.2776227010076744,4
kotor bawah (23).jpg,1.3176538910467737,1.3042718770988666,4
kotor bawah (24).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (25).jpg,0.7946615120408114,1.3042718770988666,3
kotor bawah (26).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (27).jpg,0.5625320344863611,1.3042718770988666,3
kotor bawah (28).jpg,0.8284923796091637,1.3042718770988666,3
kotor bawah (29).jpg,1.3767549838836777,1.3042718770988666,4
kotor bawah (3).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (30).jpg,0.5247452471807522,1.2968423452445277,3
kotor bawah (31).jpg,1.9999612642345488,0.658795207198726,2
kotor bawah (32).jpg,1.7844472630700439,0.7736517986016024,2
kotor bawah (33).jpg,0.636571627406426,0.6736531309770345,1
kotor bawah (34).jpg,0.9054101893118751,1.134642207533616,3
kotor bawah (35).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (36).jpg,1.606234591970658,1.3042718770988666,4
kotor bawah (37).jpg,0.7308056193586405,1.3042718770988666,3
kotor bawah (38).jpg,0.6653662000778244,0.5848965887588196,1
kotor bawah (39).jpg,0.5786759241056784,0.6496516933572638,1
kotor bawah (4).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (40).jpg,1.983354103709826,0.8181016914250616,2
kotor bawah (5).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (6).jpg,0.9054101893118751,1.3042718770988666,3
kotor bawah (7).jpg,0.9054101893118751,1.2521978496555277,3
kotor bawah (8).jpg,0.9054101893118751,1.2959347244650599,3
kotor bawah (9).jpg,0.9054101893118751,1.3042718770988666,3
kotor kanan (1).jpg,0.9054101893118751,0.9075131578666286,1
kotor kanan (10).jpg,0.9054101893118751,1.3042718770988666,3
kotor kanan (11).jpg,0.9054101893118751,1.1807952886016788,3
kotor kanan (12).jpg,0.9054101893118751,1.3042718770988666,3
kotor kanan (13).jpg,0.9054101893118751,1.0010588269104947,3
kotor kanan (14).jpg,0.9054101893118751,1.3042718770988666,3
kotor kanan (15).jpg,0.804771085411824,1.221482587451928,3
kotor kanan (16).jpg,1.688892528221296,1.3042718770988666,4
kotor kanan (17).jpg,1.8571651028681373,1.268506857863069,4
kotor kanan (18).jpg,1.8822244551216587,0.5387334349529823,2
kotor kanan (19).jpg,1.9206783055414984,0.813614593418091,2
kotor kanan (2).jpg,0.9054101893118751,1.3042718770988666,3
kotor kanan (20).jpg,1.9962674940007035,0.6969189603030765,2
kotor kanan (21).jpg,1.9999162915285968,0.8989458662693054,2
kotor kanan (22).jpg,1.0176979489314326,1.2776227010076744,4
kotor kanan (23).jpg,1.3176538910467737,1.3042718770988666,4
kotor kanan (24).jpg,0.9054101893118751,1.3042718770988666,3
kotor kanan (25).jpg,0.7946615120408114,1.3042718770988666,3
kotor kanan (26).jpg,0.9054101893118751,1.3042718770988666,3
kotor kanan (27).jpg,0.5625320344863611,1.3042718770988666,3
kotor kanan (28).jpg,0.8284923796091637,1.3042718770988666,3
kotor kanan (29).jpg,1.3766506642698586,1.3042718770988666,4
kotor kanan (3).jpg,0.9054101893118751,1.3042718770988666,3
kotor kanan (30).jpg,0.5560560699595927,0.7665777681346551,1
kotor kanan (31).jpg,1.9999612642345488,0.658795207198726,2
kotor kanan (32).jpg,1.7844472630700439,0.7736517986016024,2
kotor kanan (33).jpg,0.636571627406426,0.6736531309770345,1
kotor kanan (34).jpg,0.9054101893118751,1.134642207533616,3
kotor kanan (35).jpg,0.9054101893118751,1.3042718770988666,3
kotor kanan (36).jpg,1.606234591970658,1.3042718770988666,4
kotor kanan (37).jpg,0.7308056193586405,1.3042718770988666,3
